index,geometry,pipeline,pl_length_m,index_right,point,type,elevation_m,segment_length_m
67,"LINESTRING (251779.7477887582 1170311.151828322, 249779.3926749 1171446.33196018, 249310.7714972671 1171397.170533525)",PS_Zarqa,6465.1592629281095,171,PS Zarqa Outflow,River supply,566.0,2771.2046498650484
68,"LINESTRING (248541.3524765242 1161345.663070235, 248107.0120664845 1161567.434834911, 247759.5096502418 1161553.671843935)",PS_AlBasateen,5235.022611863137,32,WF_RusseifaAM,Tributary inflow,727.0,835.4574429833253
69,"LINESTRING (247759.5096502418 1161553.671843935, 247513.031999871 1161669.338064666, 246071.3658687212 1161576.343733741)",PS_AlBasateen,5235.022611863137,32,WF_RusseifaAM,Tributary inflow,727.0,1716.930385146898
69,"LINESTRING (247759.5096502418 1161553.671843935, 247513.031999871 1161669.338064666, 246071.3658687212 1161576.343733741)",PS_AlBasateen,5235.022611863137,31,WF_Russeifa ZA,Tributary inflow,702.0,1716.930385146898
70,"LINESTRING (246071.3658687212 1161576.343733741, 244984.7335510477 1160221.916040327)",PS_AlBasateen,5235.022611863137,31,WF_Russeifa ZA,Tributary inflow,702.0,1736.4458443897793
70,"LINESTRING (246071.3658687212 1161576.343733741, 244984.7335510477 1160221.916040327)",PS_AlBasateen,5235.022611863137,172,PS_AlBasateen2ZA_Rusaifa,River supply,765.0,1736.4458443897793
71,"LINESTRING (244984.7335510477 1160221.916040327, 244142.3789728319 1159790.972571303)",PS_AlBasateen,5235.022611863137,172,PS_AlBasateen2ZA_Rusaifa,River supply,765.0,946.1889393431348
72,"LINESTRING (240356.4295826423 1167453.725134205, 239698.4594893306 1167178.569940201)",PS_UmRummaneh,11185.16643287991,35,WF_Murhab,Tributary inflow,792.0,713.1865285323337
73,"LINESTRING (239698.4594893306 1167178.569940201, 238094.9003318254 1167544.69228737)",PS_UmRummaneh,11185.16643287991,35,WF_Murhab,Tributary inflow,792.0,1644.8244723117582
73,"LINESTRING (239698.4594893306 1167178.569940201, 238094.9003318254 1167544.69228737)",PS_UmRummaneh,11185.16643287991,34,WF_Bereyn,Tributary inflow,854.0,1644.8244723117582
74,"LINESTRING (238094.9003318254 1167544.69228737, 237329.7256815093 1167483.004409368, 236632.0188216113 1168354.478551861)",PS_UmRummaneh,11185.16643287991,34,WF_Bereyn,Tributary inflow,854.0,1884.0183132139468
74,"LINESTRING (238094.9003318254 1167544.69228737, 237329.7256815093 1167483.004409368, 236632.0188216113 1168354.478551861)",PS_UmRummaneh,11185.16643287991,173,PS_UmRummaneh2ZA_Bereyn,River supply,1013.0,1884.0183132139468
75,"LINESTRING (236632.0188216113 1168354.478551861, 235763.5600955592 1168362.092253547, 235090.3300426595 1168395.43464417)",PS_UmRummaneh,11185.16643287991,173,PS_UmRummaneh2ZA_Bereyn,River supply,1013.0,1542.5473045554065
75,"LINESTRING (236632.0188216113 1168354.478551861, 235763.5600955592 1168362.092253547, 235090.3300426595 1168395.43464417)",PS_UmRummaneh,11185.16643287991,133,PL_BereinJarash Outflow,Diversion Outflow,1027.0,1542.5473045554065
76,"LINESTRING (235090.3300426595 1168395.43464417, 234597.2998222348 1168148.29108546, 234280.9048536589 1167582.908215177, 233496.3227027459 1166852.670624435, 233337.9851089234 1166810.644038997, 233061.2115777001 1166685.81526682, 232670.2421765095 1166401.701183662)",PS_UmRummaneh,11185.16643287991,133,PL_BereinJarash Outflow,Diversion Outflow,1027.0,3221.966128441903
76,"LINESTRING (235090.3300426595 1168395.43464417, 234597.2998222348 1168148.29108546, 234280.9048536589 1167582.908215177, 233496.3227027459 1166852.670624435, 233337.9851089234 1166810.644038997, 233061.2115777001 1166685.81526682, 232670.2421765095 1166401.701183662)",PS_UmRummaneh,11185.16643287991,33,Tributary Inflow 7,Tributary inflow,664.0,3221.966128441903
77,"LINESTRING (232670.2421765095 1166401.701183662, 232276.4730656986 1165955.675091445, 231320.1754827395 1164693.358549582)",PS_UmRummaneh,11185.16643287991,33,Tributary Inflow 7,Tributary inflow,664.0,2178.623685824561
77,"LINESTRING (232670.2421765095 1166401.701183662, 232276.4730656986 1165955.675091445, 231320.1754827395 1164693.358549582)",PS_UmRummaneh,11185.16643287991,57,PS_UmRummaneh Inflow,Tributary inflow,705.0,2178.623685824561
78,"LINESTRING (235090.3300426595 1168395.43464417, 234575.7158471755 1171961.95908666, 233637.6077353085 1180048.32404988, 233654.4653355464 1180661.708432562, 234669.2482601845 1182363.855952097, 236490.1914909283 1185525.341843255, 237862.2749765515 1188025.387961686)",PL_BereinJarash,20839.578184796952,133,PL_BereinJarash Outflow,Diversion Outflow,1027.0,20839.578184796952
78,"LINESTRING (235090.3300426595 1168395.43464417, 234575.7158471755 1171961.95908666, 233637.6077353085 1180048.32404988, 233654.4653355464 1180661.708432562, 234669.2482601845 1182363.855952097, 236490.1914909283 1185525.341843255, 237862.2749765515 1188025.387961686)",PL_BereinJarash,20839.578184796952,105,PL_BereinJarash Inflow,Tributary inflow,765.0,20839.578184796952
79,"LINESTRING (253190.094973516 1200676.638487985, 248224.6621484078 1196464.234716042, 244439.7398208246 1193779.186490352, 240032.6022184615 1192917.835888525, 234944.3851515573 1192273.575323031)",PL_UmLulu_Jerash,20771.47734902672,124,PL_UmLulu_Jerash Outflow,Diversion Outflow,789.0,20771.47734902672
79,"LINESTRING (253190.094973516 1200676.638487985, 248224.6621484078 1196464.234716042, 244439.7398208246 1193779.186490352, 240032.6022184615 1192917.835888525, 234944.3851515573 1192273.575323031)",PL_UmLulu_Jerash,20771.47734902672,107,PL_UmLulu_Jerash Inflow,Tributary inflow,955.0,20771.47734902672
80,"LINESTRING (222950.2782058936 1190839.943875116, 223399.3023655463 1191056.367846669, 224251.8176742687 1191713.047428733)",PS_Ajloun,7626.980068446643,38,WF_Ajloun,Tributary inflow,1149.0,1574.5685868491705
81,"LINESTRING (224251.8176742687 1191713.047428733, 224616.5754944069 1193034.743343045)",PS_Ajloun,7626.980068446643,38,WF_Ajloun,Tributary inflow,1149.0,1371.1047944127743
81,"LINESTRING (224251.8176742687 1191713.047428733, 224616.5754944069 1193034.743343045)",PS_Ajloun,7626.980068446643,36,Ajloun Springs,Tributary inflow,1008.0,1371.1047944127743
82,"LINESTRING (224616.5754944069 1193034.743343045, 224287.3323544154 1194189.6378259)",PS_Ajloun,7626.980068446643,36,Ajloun Springs,Tributary inflow,1008.0,1200.9089523196294
82,"LINESTRING (224616.5754944069 1193034.743343045, 224287.3323544154 1194189.6378259)",PS_Ajloun,7626.980068446643,37,PL_Hofa_Ajloun Inflow,Tributary inflow,1087.0,1200.9089523196294
83,"LINESTRING (224287.3323544154 1194189.6378259, 223572.0019055617 1195906.947133172)",PS_Ajloun,7626.980068446643,37,PL_Hofa_Ajloun Inflow,Tributary inflow,1087.0,1860.33569763601
83,"LINESTRING (224287.3323544154 1194189.6378259, 223572.0019055617 1195906.947133172)",PS_Ajloun,7626.980068446643,174,PS_Ajloun2AJ_ROU,River supply,1035.0,1860.33569763601
84,"LINESTRING (223572.0019055617 1195906.947133172, 223230.0531788428 1196659.240144479, 222978.505600481 1197412.024307217)",PS_Ajloun,7626.980068446643,174,PS_Ajloun2AJ_ROU,River supply,1035.0,1620.0620372290573
85,"LINESTRING (230124.2397900303 1210319.479593054, 229814.6362408027 1209439.252986505, 229020.9753352308 1206785.026998112, 228796.3794941503 1206283.524412025, 228482.4294084042 1204499.465063826, 228125.3182301967 1203643.424418354, 225564.5773840552 1197468.23215641, 224287.3323544154 1194189.6378259)",PL_Hofa_Ajloun,17195.631665645054,37,PL_Hofa_Ajloun Inflow,Tributary inflow,1087.0,17195.631665645054
85,"LINESTRING (230124.2397900303 1210319.479593054, 229814.6362408027 1209439.252986505, 229020.9753352308 1206785.026998112, 228796.3794941503 1206283.524412025, 228482.4294084042 1204499.465063826, 228125.3182301967 1203643.424418354, 225564.5773840552 1197468.23215641, 224287.3323544154 1194189.6378259)",PL_Hofa_Ajloun,17195.631665645054,127,PS_Hofa2Ajloun,Diversion Outflow,805.0,17195.631665645054
86,"LINESTRING (233338.0735603537 1222102.097214047, 233460.3387621461 1221336.51424449)",PL_Yarmouk Wells Irbid,2944.0536876593105,39,WF_HakamaBushra,Tributary inflow,530.0,775.2845044524109
87,"LINESTRING (233460.3387621461 1221336.51424449, 233000.2337093263 1220451.871993628)",PL_Yarmouk Wells Irbid,2944.0536876593105,39,WF_HakamaBushra,Tributary inflow,530.0,997.1401965828283
87,"LINESTRING (233460.3387621461 1221336.51424449, 233000.2337093263 1220451.871993628)",PL_Yarmouk Wells Irbid,2944.0536876593105,175,To Irbid_Yarmoukwells,River supply,536.0,997.1401965828283
88,"LINESTRING (233000.2337093263 1220451.871993628, 232946.6260504654 1219281.470053605)",PL_Yarmouk Wells Irbid,2944.0536876593105,175,To Irbid_Yarmoukwells,River supply,536.0,1171.628986624071
89,"LINESTRING (246094.0171192107 1218814.590440525, 247375.3597283709 1219751.698235817)",PL_Ramtha,27042.014315210217,40,PL_ZatariRamtha Inflow,Tributary inflow,515.0,1587.4539054868433
90,"LINESTRING (247375.3597283709 1219751.698235817, 248190.9031554335 1221137.813374913)",PL_Ramtha,27042.014315210217,40,PL_ZatariRamtha Inflow,Tributary inflow,515.0,1608.2370037578912
90,"LINESTRING (247375.3597283709 1219751.698235817, 248190.9031554335 1221137.813374913)",PL_Ramtha,27042.014315210217,41,WF_Jaber,Tributary inflow,538.0,1608.2370037578912
91,"LINESTRING (248190.9031554335 1221137.813374913, 248468.3634075107 1222743.773702861)",PL_Ramtha,27042.014315210217,41,WF_Jaber,Tributary inflow,538.0,1629.7523635281384
91,"LINESTRING (248190.9031554335 1221137.813374913, 248468.3634075107 1222743.773702861)",PL_Ramtha,27042.014315210217,176,PL_Ramtha2IR_Ramtha,River supply,538.0,1629.7523635281384
92,"LINESTRING (248468.3634075107 1222743.773702861, 260391.492086836 1203997.70661187)",PL_Ramtha,27042.014315210217,176,PL_Ramtha2IR_Ramtha,River supply,538.0,22216.571042437343
93,"LINESTRING (243049.1773496883 1204961.542991714, 244191.5865602845 1209555.98616174, 244772.1733855488 1212362.971550741)",PL_ZatariRamtha,15485.877275622997,126,PL_ZatariRamtha Outflow,Diversion Outflow,651.0,7600.743177302634
93,"LINESTRING (243049.1773496883 1204961.542991714, 244191.5865602845 1209555.98616174, 244772.1733855488 1212362.971550741)",PL_ZatariRamtha,15485.877275622997,177,PL_ZatariRam2IR_RC_CCity,River supply,554.0,7600.743177302634
94,"LINESTRING (244772.1733855488 1212362.971550741, 245426.5819852824 1215548.769421336)",PL_ZatariRamtha,15485.877275622997,177,PL_ZatariRam2IR_RC_CCity,River supply,554.0,3252.315896048769
94,"LINESTRING (244772.1733855488 1212362.971550741, 245426.5819852824 1215548.769421336)",PL_ZatariRamtha,15485.877275622997,178,PL_ZatariRamtha2IR_RC_KAPark,River supply,521.0,3252.315896048769
95,"LINESTRING (245426.5819852824 1215548.769421336, 246420.8137721167 1217723.530649386, 247375.3597283709 1219751.698235817)",PL_ZatariRamtha,15485.877275622997,178,PL_ZatariRamtha2IR_RC_KAPark,River supply,521.0,4632.818202271594
95,"LINESTRING (245426.5819852824 1215548.769421336, 246420.8137721167 1217723.530649386, 247375.3597283709 1219751.698235817)",PL_ZatariRamtha,15485.877275622997,40,PL_ZatariRamtha Inflow,Tributary inflow,515.0,4632.818202271594
96,"LINESTRING (296585.8421868574 1183253.510161218, 297523.1483672296 1184208.175040528, 297890.300694945 1184990.405778613, 299203.9714553393 1186488.013593777, 299827.7654063136 1186864.307857972, 300362.2865806184 1187581.138488336)",PS_NorthBadia,10161.610017561994,129,PS_NorthBadia Outflow,Diversion Outflow,803.0,5816.799592539221
96,"LINESTRING (296585.8421868574 1183253.510161218, 297523.1483672296 1184208.175040528, 297890.300694945 1184990.405778613, 299203.9714553393 1186488.013593777, 299827.7654063136 1186864.307857972, 300362.2865806184 1187581.138488336)",PS_NorthBadia,10161.610017561994,42,WF_NorthBadia,Tributary inflow,902.0,5816.799592539221
97,"LINESTRING (300362.2865806184 1187581.138488336, 301026.8591294638 1188436.13303549, 301639.1039105497 1188672.630532633)",PS_NorthBadia,10161.610017561994,42,WF_NorthBadia,Tributary inflow,902.0,1739.2342903975518
97,"LINESTRING (300362.2865806184 1187581.138488336, 301026.8591294638 1188436.13303549, 301639.1039105497 1188672.630532633)",PS_NorthBadia,10161.610017561994,179,PS_NorthBadia2ROU_NB,River supply,906.0,1739.2342903975518
98,"LINESTRING (301639.1039105497 1188672.630532633, 303513.8448884856 1190482.15346948)",PS_NorthBadia,10161.610017561994,179,PS_NorthBadia2ROU_NB,River supply,906.0,2605.5761346252216
99,"LINESTRING (273379.0063690066 1192125.832366767, 272403.1272307317 1190106.069220636, 270212.6395758505 1186448.26156033, 269188.0640578002 1183315.938138162, 265164.7421832879 1165710.282169913)",PL_ZatariKhaw,27861.85961977605,18,PL_ZatariKhaw Inflow,Tributary inflow,597.0,27861.85961977605
99,"LINESTRING (273379.0063690066 1192125.832366767, 272403.1272307317 1190106.069220636, 270212.6395758505 1186448.26156033, 269188.0640578002 1183315.938138162, 265164.7421832879 1165710.282169913)",PL_ZatariKhaw,27861.85961977605,125,PL_ZatariKhaw Outflow,Diversion Outflow,657.0,27861.85961977605
100,"LINESTRING (267136.6828333385 1182553.94753098, 266774.1906234226 1183193.7396455)",PS_Mafraq,7426.991050768605,44,WF_Private Wells Mafraq,Tributary inflow,670.0,735.3465523490609
101,"LINESTRING (266774.1906234226 1183193.7396455, 265834.3969585117 1184775.207212525)",PS_Mafraq,7426.991050768605,44,WF_Private Wells Mafraq,Tributary inflow,670.0,1839.633604324524
101,"LINESTRING (266774.1906234226 1183193.7396455, 265834.3969585117 1184775.207212525)",PS_Mafraq,7426.991050768605,45,WF_Sumaya,Tributary inflow,649.0,1839.633604324524
102,"LINESTRING (265834.3969585117 1184775.207212525, 265459.5503818794 1185839.712982395, 265022.0169631155 1186864.820376185)",PS_Mafraq,7426.991050768605,45,WF_Sumaya,Tributary inflow,649.0,2243.1518743835913
102,"LINESTRING (265834.3969585117 1184775.207212525, 265459.5503818794 1185839.712982395, 265022.0169631155 1186864.820376185)",PS_Mafraq,7426.991050768605,43,Mafraq Gov. Wells,Tributary inflow,691.0,2243.1518743835913
103,"LINESTRING (265022.0169631155 1186864.820376185, 265112.2319087725 1188185.511584476)",PS_Mafraq,7426.991050768605,43,Mafraq Gov. Wells,Tributary inflow,691.0,1323.768863539743
103,"LINESTRING (265022.0169631155 1186864.820376185, 265112.2319087725 1188185.511584476)",PS_Mafraq,7426.991050768605,180,PS_Mafraq2MF_ROU,River supply,695.0,1323.768863539743
104,"LINESTRING (265112.2319087725 1188185.511584476, 264984.2565726309 1189464.213669728)",PS_Mafraq,7426.991050768605,180,PS_Mafraq2MF_ROU,River supply,695.0,1285.0901561716857
105,"LINESTRING (203028.2723203543 1146637.686663752, 203543.8045606028 1146057.218407799)",PS_ShJanoub,4845.880954099461,46,ShounaJanWells,Tributary inflow,-309.0,776.3484313794257
106,"LINESTRING (203543.8045606028 1146057.218407799, 203871.5756160638 1145913.047610419, 204000.7023202297 1145770.434462706, 204226.0456639592 1145429.656919496)",PS_ShJanoub,4845.880954099461,46,ShounaJanWells,Tributary inflow,-309.0,959.0074411222199
106,"LINESTRING (203543.8045606028 1146057.218407799, 203871.5756160638 1145913.047610419, 204000.7023202297 1145770.434462706, 204226.0456639592 1145429.656919496)",PS_ShJanoub,4845.880954099461,47,Tributary Inflow 3,Tributary inflow,-298.0,959.0074411222199
107,"LINESTRING (204226.0456639592 1145429.656919496, 204629.0803824015 1145139.391692618, 204917.7997139965 1145084.940448087)",PS_ShJanoub,4845.880954099461,47,Tributary Inflow 3,Tributary inflow,-298.0,790.4889683817835
107,"LINESTRING (204226.0456639592 1145429.656919496, 204629.0803824015 1145139.391692618, 204917.7997139965 1145084.940448087)",PS_ShJanoub,4845.880954099461,181,PS_ShJan2BQ_ShJanou,River supply,-284.0,790.4889683817835
108,"LINESTRING (204917.7997139965 1145084.940448087, 205602.3548596435 1145186.01946623, 207230.4030240866 1145191.881535888)",PS_ShJanoub,4845.880954099461,181,PS_ShJan2BQ_ShJanou,River supply,-284.0,2320.0361132160315
109,"LINESTRING (204428.2020340089 1182138.931710732, 205456.6335983855 1180523.466386442, 206163.0821351221 1179646.602906146)",PL_KACToZay,20274.733364865253,48,Abu Zeighan WF,Tributary inflow,-270.0,3041.082511243106
110,"LINESTRING (206163.0821351221 1179646.602906146, 206772.6383575885 1178997.874579126, 207248.4740779439 1178576.01783736, 207954.1051523291 1177742.523805647, 208325.6418551549 1177496.644555802)",PL_KACToZay,20274.733364865253,48,Abu Zeighan WF,Tributary inflow,-270.0,3063.6874485115713
109,"LINESTRING (204428.2020340089 1182138.931710732, 205456.6335983855 1180523.466386442, 206163.0821351221 1179646.602906146)",PL_KACToZay,20274.733364865253,139,PL_DeirAllaToZay Outflow,Diversion Outflow,-294.0,3041.082511243106
110,"LINESTRING (206163.0821351221 1179646.602906146, 206772.6383575885 1178997.874579126, 207248.4740779439 1178576.01783736, 207954.1051523291 1177742.523805647, 208325.6418551549 1177496.644555802)",PL_KACToZay,20274.733364865253,134,PL_ToDeirAlla Outflow,Diversion Outflow,-234.0,3063.6874485115713
111,"LINESTRING (208325.6418551549 1177496.644555802, 208878.5326675432 1176937.649267523, 209304.278347125 1176349.351350248, 214667.5761724974 1171531.241576066, 217810.0818746425 1167081.064914017)",PL_KACToZay,20274.733364865253,134,PL_ToDeirAlla Outflow,Diversion Outflow,-234.0,14169.963405110575
111,"LINESTRING (208325.6418551549 1177496.644555802, 208878.5326675432 1176937.649267523, 209304.278347125 1176349.351350248, 214667.5761724974 1171531.241576066, 217810.0818746425 1167081.064914017)",PL_KACToZay,20274.733364865253,113,PL_KACToZay Inflow,Tributary inflow,887.0,14169.963405110575
112,"LINESTRING (204884.6596049075 1174774.909883001, 205049.6168615777 1174268.701674907)",PS_DeirAllaDistrict,6240.547362502881,49,PL_ToDeirAlla Inflow,Tributary inflow,-272.0,532.4074064755622
113,"LINESTRING (205049.6168615777 1174268.701674907, 205335.5181196065 1173177.40387208)",PS_DeirAllaDistrict,6240.547362502881,49,PL_ToDeirAlla Inflow,Tributary inflow,-272.0,1128.126953758583
113,"LINESTRING (205049.6168615777 1174268.701674907, 205335.5181196065 1173177.40387208)",PS_DeirAllaDistrict,6240.547362502881,50,WF Private AL3435,Tributary inflow,-276.0,1128.126953758583
114,"LINESTRING (205335.5181196065 1173177.40387208, 205600.2238841253 1171960.730069727, 205766.1668364547 1171200.592147019)",PS_DeirAllaDistrict,6240.547362502881,50,WF Private AL3435,Tributary inflow,-276.0,2023.1765614494866
114,"LINESTRING (205335.5181196065 1173177.40387208, 205600.2238841253 1171960.730069727, 205766.1668364547 1171200.592147019)",PS_DeirAllaDistrict,6240.547362502881,51,WF WadiRajeb,Tributary inflow,-292.0,2023.1765614494866
115,"LINESTRING (205766.1668364547 1171200.592147019, 205557.8373912669 1170611.007238523, 205566.4103193708 1170056.571571511)",PS_DeirAllaDistrict,6240.547362502881,51,WF WadiRajeb,Tributary inflow,-292.0,1179.811083435226
115,"LINESTRING (205766.1668364547 1171200.592147019, 205557.8373912669 1170611.007238523, 205566.4103193708 1170056.571571511)",PS_DeirAllaDistrict,6240.547362502881,182,PS_DairAllaDistrict2BQ_DeirAlla,River supply,-289.0,1179.811083435226
116,"LINESTRING (205566.4103193708 1170056.571571511, 206329.3930739444 1169665.636391972, 206788.0027136173 1169421.125124339)",PS_DeirAllaDistrict,6240.547362502881,182,PS_DairAllaDistrict2BQ_DeirAlla,River supply,-289.0,1377.0253573840228
117,"LINESTRING (212418.5304099536 1160903.432115615, 213782.5687306529 1160229.490641199)",PS_Salt,6859.246971456466,53,Salt Springs,Tributary inflow,474.0,1521.4459080997244
118,"LINESTRING (213782.5687306529 1160229.490641199, 215022.5029344477 1159674.939305465, 215357.9762536149 1159229.542955258)",PS_Salt,6859.246971456466,53,Salt Springs,Tributary inflow,474.0,1915.8967626602112
117,"LINESTRING (212418.5304099536 1160903.432115615, 213782.5687306529 1160229.490641199)",PS_Salt,6859.246971456466,52,PL_DeirAllaSalt Inflow,Tributary inflow,184.0,1521.4459080997244
118,"LINESTRING (213782.5687306529 1160229.490641199, 215022.5029344477 1159674.939305465, 215357.9762536149 1159229.542955258)",PS_Salt,6859.246971456466,54,WF_YazidiyyaSbaidiAllan,Tributary inflow,819.0,1915.8967626602112
119,"LINESTRING (215357.9762536149 1159229.542955258, 214806.6523869252 1157651.294235718)",PS_Salt,6859.246971456466,54,WF_YazidiyyaSbaidiAllan,Tributary inflow,819.0,1671.7736170642133
119,"LINESTRING (215357.9762536149 1159229.542955258, 214806.6523869252 1157651.294235718)",PS_Salt,6859.246971456466,183,PS_Salt2BQ_ROUSalt,River supply,764.0,1671.7736170642133
120,"LINESTRING (214806.6523869252 1157651.294235718, 213165.1861420035 1157044.214359117)",PS_Salt,6859.246971456466,183,PS_Salt2BQ_ROUSalt,River supply,764.0,1750.1306836323174
121,"LINESTRING (229556.4743580204 1161462.375027326, 229736.176207599 1161741.784489494, 229732.9591895143 1162286.266157737, 230136.9489052614 1162644.638803841)",PS_SafutM_AbuNusair,9697.250821004489,56,PL_ZayDabouqToBasha Inflow,Tributary inflow,811.0,1416.7353238859466
121,"LINESTRING (229556.4743580204 1161462.375027326, 229736.176207599 1161741.784489494, 229732.9591895143 1162286.266157737, 230136.9489052614 1162644.638803841)",PS_SafutM_AbuNusair,9697.250821004489,58,WF_Baqaa,Tributary inflow,699.0,1416.7353238859466
122,"LINESTRING (230136.9489052614 1162644.638803841, 230783.0557721708 1163725.309981386)",PS_SafutM_AbuNusair,9697.250821004489,58,WF_Baqaa,Tributary inflow,699.0,1259.0886694132075
122,"LINESTRING (230136.9489052614 1162644.638803841, 230783.0557721708 1163725.309981386)",PS_SafutM_AbuNusair,9697.250821004489,55,Abu Nusair Spring,Tributary inflow,727.0,1259.0886694132075
123,"LINESTRING (230783.0557721708 1163725.309981386, 231320.1754827395 1164693.358549582)",PS_SafutM_AbuNusair,9697.250821004489,55,Abu Nusair Spring,Tributary inflow,727.0,1107.0752521243367
123,"LINESTRING (230783.0557721708 1163725.309981386, 231320.1754827395 1164693.358549582)",PS_SafutM_AbuNusair,9697.250821004489,57,PS_UmRummaneh Inflow,Tributary inflow,705.0,1107.0752521243367
124,"LINESTRING (231320.1754827395 1164693.358549582, 231180.5317540571 1165455.483898325)",PS_SafutM_AbuNusair,9697.250821004489,57,PS_UmRummaneh Inflow,Tributary inflow,705.0,774.8131504801964
124,"LINESTRING (231320.1754827395 1164693.358549582, 231180.5317540571 1165455.483898325)",PS_SafutM_AbuNusair,9697.250821004489,184,PS_AbuNus2BQ_AinBasha,River supply,663.0,774.8131504801964
125,"LINESTRING (231180.5317540571 1165455.483898325, 230696.7257582693 1168032.034621884, 229937.6888757167 1170432.863118923)",PS_SafutM_AbuNusair,9697.250821004489,184,PS_AbuNus2BQ_AinBasha,River supply,663.0,5139.538425100802
126,"LINESTRING (225669.218150778 1160519.790387491, 226583.1307597365 1160437.256829849, 227941.49313464 1160605.747732354, 229556.4743580204 1161462.375027326)",PL_ZayDabouqToBasha,4114.510883706022,145,PL_ZayDabouqToBasha Outflow,Diversion Outflow,781.0,4114.510883706022
126,"LINESTRING (225669.218150778 1160519.790387491, 226583.1307597365 1160437.256829849, 227941.49313464 1160605.747732354, 229556.4743580204 1161462.375027326)",PL_ZayDabouqToBasha,4114.510883706022,56,PL_ZayDabouqToBasha Inflow,Tributary inflow,811.0,4114.510883706022
127,"LINESTRING (220275.0288392242 1158138.343456997, 220399.3526801631 1157648.812622898)",PS_Ain Al Azraq,4220.734602539643,59,Azraq Spring,Tributary inflow,649.0,505.0711385139123
128,"LINESTRING (220399.3526801631 1157648.812622898, 220465.1042437039 1157158.99093381, 220481.4965558726 1156146.615281076)",PS_Ain Al Azraq,4220.734602539643,59,Azraq Spring,Tributary inflow,649.0,1506.7234456193441
128,"LINESTRING (220399.3526801631 1157648.812622898, 220465.1042437039 1157158.99093381, 220481.4965558726 1156146.615281076)",PS_Ain Al Azraq,4220.734602539643,60,PL_DeirAlla_Fuhais Inflow,Tributary inflow,559.0,1506.7234456193441
129,"LINESTRING (220481.4965558726 1156146.615281076, 220788.2982609172 1155082.465756367)",PS_Ain Al Azraq,4220.734602539643,60,PL_DeirAlla_Fuhais Inflow,Tributary inflow,559.0,1107.4933395542905
129,"LINESTRING (220481.4965558726 1156146.615281076, 220788.2982609172 1155082.465756367)",PS_Ain Al Azraq,4220.734602539643,185,PS_AinAlAzraq2BQ_MahisFuhais,River supply,511.0,1107.4933395542905
130,"LINESTRING (220788.2982609172 1155082.465756367, 220935.5583883579 1153990.907585118)",PS_Ain Al Azraq,4220.734602539643,185,PS_AinAlAzraq2BQ_MahisFuhais,River supply,511.0,1101.4466788520956
131,"LINESTRING (224321.8901175059 1161453.957749653, 223910.8082163606 1160785.277651922, 223557.7332435505 1160212.292393609, 220481.4965558726 1156146.615281076)",PL_DeirAlla_Fuhais,6556.296862207872,144,PL_DeirAlla_Fuhais Outflow,Diversion Outflow,865.0,6556.296862207872
131,"LINESTRING (224321.8901175059 1161453.957749653, 223910.8082163606 1160785.277651922, 223557.7332435505 1160212.292393609, 220481.4965558726 1156146.615281076)",PL_DeirAlla_Fuhais,6556.296862207872,60,PL_DeirAlla_Fuhais Inflow,Tributary inflow,559.0,6556.296862207872
132,"LINESTRING (205366.4523794841 890401.9310681709, 205349.516232 891154.5470659961, 205339.628790375 892126.6693271885)",PL_DisiAqaba,22307.58261700637,63,WF_Disi_local,Tributary inflow,798.0,1724.9790735105491
133,"LINESTRING (205339.628790375 892126.6693271885, 205046.866001459 894037.9017531623)",PL_DisiAqaba,22307.58261700637,63,WF_Disi_local,Tributary inflow,798.0,1933.5251321530375
133,"LINESTRING (205339.628790375 892126.6693271885, 205046.866001459 894037.9017531623)",PL_DisiAqaba,22307.58261700637,62,WF_AbuSuwana,Tributary inflow,802.0,1933.5251321530375
134,"LINESTRING (205046.866001459 894037.9017531623, 202351.485707967 901384.6040274394)",PL_DisiAqaba,22307.58261700637,62,WF_AbuSuwana,Tributary inflow,802.0,7825.542104762654
134,"LINESTRING (205046.866001459 894037.9017531623, 202351.485707967 901384.6040274394)",PL_DisiAqaba,22307.58261700637,61,Tributary Inflow 5,Tributary inflow,831.0,7825.542104762654
135,"LINESTRING (202351.485707967 901384.6040274394, 201419.8605890947 903971.386145916)",PL_DisiAqaba,22307.58261700637,61,Tributary Inflow 5,Tributary inflow,831.0,2749.4303210999997
135,"LINESTRING (202351.485707967 901384.6040274394, 201419.8605890947 903971.386145916)",PL_DisiAqaba,22307.58261700637,186,PL_DisiAq2AQ_AqQuw,River supply,842.0,2749.4303210999997
136,"LINESTRING (201419.8605890947 903971.386145916, 201283.6291299741 912044.3427576111)",PL_DisiAqaba,22307.58261700637,186,PL_DisiAq2AQ_AqQuw,River supply,842.0,8074.105985480129
137,"LINESTRING (203081.5927480349 968812.8769346952, 203019.7499862751 968278.3349227011)",PS_Qa,9835.64476405561,64,Jiteh WF,Tributary inflow,1439.0,538.1075076308975
138,"LINESTRING (203019.7499862751 968278.3349227011, 202577.0218289598 967403.3973051052, 202839.6135158373 966786.6999373892, 202979.4533917836 966362.5301033226)",PS_Qa,9835.64476405561,64,Jiteh WF,Tributary inflow,1439.0,2097.475930189772
138,"LINESTRING (203019.7499862751 968278.3349227011, 202577.0218289598 967403.3973051052, 202839.6135158373 966786.6999373892, 202979.4533917836 966362.5301033226)",PS_Qa,9835.64476405561,66,WF_QaMaan,Tributary inflow,1384.0,2097.475930189772
