index,geometry,pipeline,pl_length_m,index_right,point,type,elevation_m,segment_length_m
255,"LINESTRING (241538.2828927715 1145754.781703979, 243456.5938990898 1145001.031441228, 244036.6592873295 1144856.628580775, 246175.4483512774 1143896.495217732)",PS_ZaraMain,45325.415223411146,221,PS_ZaraMain2AM_SZ02,River supply,1005.0,5003.264145741974
255,"LINESTRING (241538.2828927715 1145754.781703979, 243456.5938990898 1145001.031441228, 244036.6592873295 1144856.628580775, 246175.4483512774 1143896.495217732)",PS_ZaraMain,45325.415223411146,82,PS_ZaraMain Inflow,Tributary inflow,875.0,5003.264145741974
256,"LINESTRING (205753.988974134 1221129.8652486, 208201.4533775423 1221215.571274178, 210238.382584463 1221348.99135725, 213318.1279375266 1221328.758000002)",New Resource North,7570.070477975492,138,New Resource North Outflow,Diversion Outflow,-240.0,7570.070477975492
256,"LINESTRING (205753.988974134 1221129.8652486, 208201.4533775423 1221215.571274178, 210238.382584463 1221348.99135725, 213318.1279375266 1221328.758000002)",New Resource North,7570.070477975492,4,New Resource North Inflow,Tributary inflow,262.0,7570.070477975492
257,"LINESTRING (153106.4721206496 891259.8124292091, 155374.9153208749 892716.6109986915)",PL_RedDead,315503.5545461499,120,RedDead Inflow,Tributary inflow,153.0,2695.940768024101
258,"LINESTRING (155374.9153208749 892716.6109986915, 157525.5503756501 894132.978360937)",PL_RedDead,315503.5545461499,120,RedDead Inflow,Tributary inflow,153.0,2575.136432048196
258,"LINESTRING (155374.9153208749 892716.6109986915, 157525.5503756501 894132.978360937)",PL_RedDead,315503.5545461499,121,WF_Southern Desert_Ram,Tributary inflow,642.0,2575.136432048196
259,"LINESTRING (157525.5503756501 894132.978360937, 159279.4237170479 895332.8479581745, 214754.9175346516 932192.4553053064, 221986.5166069208 931611.3722518812, 236995.7043332862 929993.270669853, 238959.7931258887 940651.5910236527)",PL_RedDead,315503.5545461499,121,WF_Southern Desert_Ram,Tributary inflow,642.0,101918.38700798199
259,"LINESTRING (157525.5503756501 894132.978360937, 159279.4237170479 895332.8479581745, 214754.9175346516 932192.4553053064, 221986.5166069208 931611.3722518812, 236995.7043332862 929993.270669853, 238959.7931258887 940651.5910236527)",PL_RedDead,315503.5545461499,224,RedDead2MA_QMaan,River supply,970.0,101918.38700798199
260,"LINESTRING (238959.7931258887 940651.5910236527, 251611.379596389 1013931.309593094)",PL_RedDead,315503.5545461499,224,RedDead2MA_QMaan,River supply,970.0,74363.83391028894
260,"LINESTRING (238959.7931258887 940651.5910236527, 251611.379596389 1013931.309593094)",PL_RedDead,315503.5545461499,149,PL_RedDeadToTafileh Outflow,Diversion Outflow,831.0,74363.83391028894
261,"LINESTRING (251611.379596389 1013931.309593094, 252354.1774981108 1017610.43983667, 256949.1514615525 1065729.831072938)",PL_RedDead,315503.5545461499,149,PL_RedDeadToTafileh Outflow,Diversion Outflow,831.0,52091.647851161855
261,"LINESTRING (251611.379596389 1013931.309593094, 252354.1774981108 1017610.43983667, 256949.1514615525 1065729.831072938)",PL_RedDead,315503.5545461499,148,PL_RedDeadToKarak Outflow,Diversion Outflow,812.0,52091.647851161855
262,"LINESTRING (256949.1514615525 1065729.831072938, 259428.1139630753 1091280.074865289, 245869.9862101789 1125365.706978526, 241978.0431833815 1136252.987396839, 240793.9546415873 1139868.767510582, 242190.957789594 1143764.357864237)",PL_RedDead,315503.5545461499,148,PL_RedDeadToKarak Outflow,Diversion Outflow,812.0,81858.60857664475
262,"LINESTRING (256949.1514615525 1065729.831072938, 259428.1139630753 1091280.074865289, 245869.9862101789 1125365.706978526, 241978.0431833815 1136252.987396839, 240793.9546415873 1139868.767510582, 242190.957789594 1143764.357864237)",PL_RedDead,315503.5545461499,81,PL_RedDead Inflow,Tributary inflow,873.0,81858.60857664475
263,"LINESTRING (251611.379596389 1013931.309593094, 249362.1030437858 1014815.78863775, 230482.1742293966 1022851.166032671)",PL_RedDeadToTafileh,22935.67706819045,149,PL_RedDeadToTafileh Outflow,Diversion Outflow,831.0,22935.67706819045
263,"LINESTRING (251611.379596389 1013931.309593094, 249362.1030437858 1014815.78863775, 230482.1742293966 1022851.166032671)",PL_RedDeadToTafileh,22935.67706819045,69,PL_RedDeadToTafileh Inflow,Tributary inflow,994.0,22935.67706819045
264,"LINESTRING (256949.1514615525 1065729.831072938, 253016.4665758112 1067174.972435317, 248473.8829034699 1068886.415397439, 241185.8237332031 1071129.604110196, 238641.9876634386 1071961.957094414)",PL_RedDeadToKarak,19346.102345895088,148,PL_RedDeadToKarak Outflow,Diversion Outflow,812.0,19346.102345895088
264,"LINESTRING (256949.1514615525 1065729.831072938, 253016.4665758112 1067174.972435317, 248473.8829034699 1068886.415397439, 241185.8237332031 1071129.604110196, 238641.9876634386 1071961.957094414)",PL_RedDeadToKarak,19346.102345895088,93,PL_RedDeadToKarak Inflow,Tributary inflow,790.0,19346.102345895088
265,"LINESTRING (266803.9277591828 1165618.232991479, 267666.1641512876 1169326.414898542, 269220.5904178554 1175888.547864895, 270398.2491381178 1180779.175866686, 270933.3888646111 1182891.848801899)",PL_KhawZaatari,27319.41097277391,132,PL_KhawZaatari Outflow,Diversion Outflow,602.0,17760.64680315347
265,"LINESTRING (266803.9277591828 1165618.232991479, 267666.1641512876 1169326.414898542, 269220.5904178554 1175888.547864895, 270398.2491381178 1180779.175866686, 270933.3888646111 1182891.848801899)",PL_KhawZaatari,27319.41097277391,150,pl_khaldiah Outflow,Diversion Outflow,665.0,17760.64680315347
266,"LINESTRING (270933.3888646111 1182891.848801899, 270936.7883400851 1183117.034675959, 271561.2359277265 1184572.939638885, 274893.6580683835 1191569.216975255)",PL_KhawZaatari,27319.41097277391,150,pl_khaldiah Outflow,Diversion Outflow,665.0,9558.76416962044
266,"LINESTRING (270933.3888646111 1182891.848801899, 270936.7883400851 1183117.034675959, 271561.2359277265 1184572.939638885, 274893.6580683835 1191569.216975255)",PL_KhawZaatari,27319.41097277391,1,PL_KhawZaatari Inflow,Tributary inflow,660.0,9558.76416962044
267,"LINESTRING (270933.3888646111 1182891.848801899, 270873.6164218361 1182930.069286668, 270161.5832565307 1183813.586674192, 264844.549303969 1189993.048543529)",pl_khaldiah,10679.23753091452,150,pl_khaldiah Outflow,Diversion Outflow,665.0,9357.761297738978
267,"LINESTRING (270933.3888646111 1182891.848801899, 270873.6164218361 1182930.069286668, 270161.5832565307 1183813.586674192, 264844.549303969 1189993.048543529)",pl_khaldiah,10679.23753091452,225,MF_ROU_Mafraq Withdrawal,River supply,700.0,9357.761297738978
268,"LINESTRING (264844.549303969 1189993.048543529, 264031.2652963146 1191034.618780115)",pl_khaldiah,10679.23753091452,225,MF_ROU_Mafraq Withdrawal,River supply,700.0,1321.476233175542
269,"LINESTRING (244997.5723675917 1109667.923511983, 244997.5723675917 1109667.923511983, 242032.9151190977 1109102.316117294, 222689.19856267 1104902.402961505)",PS_Amman2Madaba,22812.538606090275,142,PS_Amman2Madaba Outflow,Diversion Outflow,689.0,22812.538606090275
269,"LINESTRING (244997.5723675917 1109667.923511983, 244997.5723675917 1109667.923511983, 242032.9151190977 1109102.316117294, 222689.19856267 1104902.402961505)",PS_Amman2Madaba,22812.538606090275,10,PS_Amman2Madaba Inflow,Tributary inflow,591.0,22812.538606090275
270,"LINESTRING (236291.3900010535 1207808.953363316, 235415.2887490993 1209637.530609708, 234980.2407278412 1210469.796724595)",PL_Mafraq2Irbid,11333.61169966386,123,PL_Mafraq2Irbid Outflow,Diversion Outflow,685.0,2966.7345376001927
270,"LINESTRING (236291.3900010535 1207808.953363316, 235415.2887490993 1209637.530609708, 234980.2407278412 1210469.796724595)",PL_Mafraq2Irbid,11333.61169966386,227,Withdrawal Node 4,River supply,663.0,2966.7345376001927
271,"LINESTRING (234980.2407278412 1210469.796724595, 231724.0578023649 1216831.640452171)",PL_Mafraq2Irbid,11333.61169966386,227,Withdrawal Node 4,River supply,663.0,7146.732320316114
271,"LINESTRING (234980.2407278412 1210469.796724595, 231724.0578023649 1216831.640452171)",PL_Mafraq2Irbid,11333.61169966386,226,Withdrawal Node 3,River supply,575.0,7146.732320316114
272,"LINESTRING (231724.0578023649 1216831.640452171, 231129.4360450748 1217897.087964064)",PL_Mafraq2Irbid,11333.61169966386,226,Withdrawal Node 3,River supply,575.0,1220.1448417475522
